CIK|Ticker|Name|Exchange|SIC|Business|Incorporated|IRS
78890|BCO|Brinks Co|NYSE|4731|VA|VA|541317776
1103345|BCON|Beacon Power Corp||4911|MA|DE|43372365
1313275|BCOV|Brightcove Inc|NASDAQ|7374|MA|DE|201579162
1082084|BCP|Brooke Capital Corp|NYSE MKT|6311|KS|KS|481187574
9326|BCPC|Balchem Corp|NASDAQ|2800|NY|MD|132578432
9892|BCR|Bard C R Inc|NYSE|3841|NJ|NJ|221454160
919605|BCRA|Biocoral Inc|OTC|6510|I0|DE|330601504
1582086|BCRH|Blue Capital Reinsurance Holdings LTD|NYSE|6331|D0|D0|981120002
882796|BCRX|Biocryst Pharmaceuticals Inc|NASDAQ|2836|AL|DE|621413174
1052101|BCSB|BCSB Bankcorp Inc|NASDAQ|6035|MD||522108333
1391137|BCSB|BCSB Bancorp Inc|NASDAQ|6035|MD||261424764
1095600|BCSI|Blue Coat Systems Inc||3572|CA|DE|911715963
740726|BCST|Broadcast International Inc|OTC|7389|UT|UT|870395567
892789|BCT|Blackrock Broad Investment Grade 2009 Term Trust Inc|||DE|MD|133683683
351541|BCTI|BCT International Inc||5110|FL|DE|222358849
1099353|BCTS|BCT Subsidiary Inc|||DE|MD|134088372
9521|BCV|Bancroft Fund LTD|NYSE MKT||NJ|DE|42476994
1506289|BCX|Blackrock Resources & Commodities Strategy Trust|NYSE||DE|DE|
1310685|BCXP|Canam Uranium Corp||1000|A1|NV|
1399587|BCYP|Blue Calypso Inc|OTCBB|8200|TX|DE|208610073
1100124|BDAY|Celebrate Express Inc||5399|WA||911644428
1331301|BDBD|Boulder Brands Inc|NASDAQ|2000|NJ|DE|202949397
913142|BDC|Belden Inc|NYSE|3357|MO|DE|363601505
1179090|BDCG|Bondscom Group Inc|OTC|8742|NY|DE|383649127
1065598|BDCN|Digitaltown Inc||3570|MN|MN|411427445
793306|BDCO|Blue Dolphin Energy Co|OTC|1311|TX|DE|731268729
1022844|BDE|Brilliant Digital Entertainment Inc|NASDAQ|7372|CA|DE|954592204
1304069|BDE|Bois D Arc Energy Inc|NASDAQ|1311|TX|NV|201268553
30125|BDF|Cutwater Select Income Fund|||NY|DE|231745238
1418196|BDFHD|Park & Sell Corp||7389|A0|NV|
9534|BDG|Bandag Inc|NYSE ARCA|3011|IA|IA|420802143
846617|BDGE|Bridge Bancorp Inc|NASDAQ|6021|NY|NY|112934195
1332283|BDJ|Blackrock Enhanced Equity Dividend Trust|NYSE||DE|DE|
12355|BDK|Black & Decker Corp||3540|MD|MD|520248090
12040|BDL|Flanigans Enterprises Inc|NYSE MKT|5812|FL|FL|590877638
837472|BDLSQ|Boundless Corp||6770|TX|DE|133469637
948072|BDMS|Birner Dental Management Services Inc|NASDAQ|8000|CO|CO|841307044
790816|BDN|Brandywine Realty Trust|NYSE|6798|PA|MD|232413352
1019439|BDOG|Big Dog Holdings Inc||5651|CA|DE|521868665
1000683|BDR|Blonder Tongue Laboratories Inc|NYSE MKT|3663|NJ|DE|521611421
1103021|BDSI|Biodelivery Sciences International Inc|NASDAQ|2834|NC|DE|352089858
1277350|BDT|Blackrock Strategic Dividend Achievers Trust|NYSE||DE|DE|
1341259|BDTY|Bodytel Scientific Inc||3661|NV|NV|
1265316|BDV|Blackrock Dividend Achievers Trust|NYSE||DE|DE|
73048|BDVM|Broadview Institute Inc||8200|MN|MN|410641789
10795|BDX|Becton Dickinson & Co|NYSE|3841|NJ|NJ|220760120
864268|BDY|Bradley Pharmaceuticals Inc|NYSE|2834|NJ|DE|222581418
1113247|BE|Bearingpoint Inc|NYSE|8742|VA|DE|223680505
1122063|BEAC|Beacon Enterprise Solutions Group Inc|OTC|4813|KY|NV|810438093
1285206|BEAI|Oxford Media Inc||4813|CA|NV|
789073|BEAM|Beam Inc|NYSE|2080|IL|DE|133295276
912960|BEAR|Vermont Teddy Bear Co Inc||3942|VT|NY|30291679
1031798|BEAS|Bea Systems Inc||7372|CA|DE|770394711
1113784|BEAT|Cardionet Inc|NASDAQ|3841|PA|CA|330604557
1574774|BEAT|Biotelemetry Inc|NASDAQ|3841|PA|DE|462568498
861361|BEAV|B|NASDAQ|2531|FL|DE|61209796
1059272|BEBE|Bebe Stores Inc|NASDAQ|2330|CA|CA|942450490
840467|BEC|Beckman Coulter Inc||3826|CA|DE|951040600
1124941|BECN|Beacon Roofing Supply Inc|NASDAQ|5030|VA|DE|
910079|BED|Bedford Property Investors Inc|NYSE|6798|CA|MD|680306514
1057436|BEE|Strategic Hotels & Resorts Inc|NYSE|6798|IL||331082757
1432139|BEES|Beesfree Inc|OTC|5190|FL|NV|920189305
1041866|BEIQ|Bei Technologies Inc||3823|CA|DE|943274498
729580|BELFB|Bel Fuse Inc|NASDAQ|3677|NJ|NJ|221463699
900708|BELM|Bell Microproducts Inc|NASDAQ|5065|CA|CA|943057566
1399761|BELV|Belvedere Resources Corp||1000|A1|NV|980516432
1452164|BEMG|Beta Music Group Inc|OTC|3652|NY|FL|260582871
38777|BEN|Franklin Resources Inc|NYSE|6282|CA|DE|132670991
1307155|BEO|S&P 500 Covered Call Fund Inc|||NJ|MD|
1331948|BEO|Enhanced S&P 500 Covered Call Fund Inc|NYSE||NJ|MD|
895921|BEOSZ|Be Inc||7373|CA|CA|943123667
11544|BER|Berkley W R Corp|NYSE|6331|CT|DE|221867895
1438884|BER|Be Resources Inc||1090|NM|CO|421737182
759718|BERK|Berkshire Bancorp Inc|OTC|6022|NY|DE|942563513
1229089|BERX|Breitling Energy Corp|OTCBB|1311|TX|NV|880507007
919463|BERY|Berry Plastics Corp|NYSE|3089|IN|DE|351813706
1378992|BERY|Berry Plastics Group Inc|NYSE|3089|IN|DE|
1387983|BESN|RM Health International Inc||2000|NV||
1005214|BETM|American Wagering Inc||7990|NV|NV|880344658
1040441|BEV|Beverly Enterprises Inc|NYSE ARCA|8051|AR|DE|621691861
1020477|BEVI|Rotate Black Inc||2080|MI|NV|753225181
1034755|BEXP|Brigham Exploration Co|NASDAQ|1311|TX|DE|752692967
1397346|BEYS|Best Energy Services Inc||1400|TX|NV|20789714
1005502|BEYV|Energy King Inc||1700|CA||203161375
9342|BEZ|Baldor Electric Co||3621|AR|MO|430168840
1060559|BFAM|Bright Horizons Family Solutions Inc|NYSE|8351|MA|DE|621742957
1437578|BFAM|Bright Horizons Family Solutions Inc|NYSE|8351|MA|DE|
14693|BFB|Brown Forman Corp||2080|KY|DE|610143150
1302176|BFBC|Benjamin Franklin Bancorp Inc||6036|MA|MA|43336598
890514|BFC|Blackrock California Insured Municipal 2008 Term Trust Inc|||DE|MD|223184656
315858|BFCF|BFC Financial Corp|OTC|6035|FL|FL|592022148
948515|BFD|Bostonfed Bancorp Inc||6035|MA|DE|521940834
1386369|BFD|Blackrock Global Equity Income Trust|NYSE||NY|DE|
1401573|BFED|Beacon Federal Bancorp Inc|NASDAQ|6035|NY|MD|
814856|BFEN|BF Enterprises Inc||6552|CA|DE|943038456
1366925|BFFI|Ben Franklin Financial Inc|OTCBB|6035|IL|X1|
1448597|BFGC|Bullfrog Gold Corp|OTC|1000|CO|DE|412252162
1303942|BFIN|Bankfinancial Corp|NASDAQ|6035|IL||
1137393|BFK|Blackrock Municipal Income Trust|NYSE||DE|DE|510409115
1030896|BFLY|Bluefly Inc||5961|NY|DE|133612110
949228|BFNB|Beach First National Bancshares Inc||6021|SC|SC|581030117
1181249|BFO|Blackrock Florida Municipal 2020 Term Trust|NYSE||DE||
1370489|BFRE|Bluefire Renewables Inc|OTCBB|2860|CA|NV|204590982
1282393|BFRM|Bioform Medical Inc|NASDAQ|2834|CA||
907254|BFS|Saul Centers Inc|NYSE|6798|MD|MD|521833074
1310313|BFSB|Brooklyn Federal Bancorp Inc||6035|NY|X1|
1495648|BFSO|Buckeye Oil & Gas Inc||1311|NV|FL|272565276
770944|BFT|Bally Total Fitness Holding Corp|NYSE|7997|IL|DE|363228107
350200|BFTC|B Fast Corp|OTC|5172|PA|LA|720385274
1132809|BFUN|Bam Entertainment Inc||7372|CA||770553117
1176197|BFY|Blackrock New York Municipal Income Trust II|NYSE MKT||DE|DE|10722231
1137391|BFZ|Blackrock California Municipal Income Trust|NYSE||DE|DE|510409109
1144519|BG|Bunge LTD|NYSE|2070|NY||
768216|BGAT|Bluegate Corp|OTC|7389|TX|NV|870565948
1504234|BGB|Blackstone|NYSE||NY|DE|
1546429|BGB|Blackstone|NYSE||NY|DE|
1354213|BGBR|Big Bear Mining Corp|OTC|1400|AZ|NV|
886035|BGC|General Cable Corp|NYSE|3357|KY|DE|61398235
1094831|BGCP|BGC Partners Inc|NASDAQ|6200|NY|DE|134063515
1382519|BGCP|BGC Partners Inc|NASDAQ|6200|NY|DE|
1089272|BGCT|Big Cat Energy Corp||1040|WY||611500382
1444377|BGEM|Blue Gem Enterprise|OTC|1000|A7|NV|
714655|BGEN|Biogen Idec Ma Inc||2836|MA|MA|43002117
1278027|BGF|B&G Foods Inc|NYSE|2000|NJ|DE|133918742
1156388|BGFV|Big 5 Sporting Goods Corp|NASDAQ|5940|CA|DE|954388794
14195|BGG|Briggs & Stratton Corp|NYSE|3510|WI|WI|390182330
1359055|BGH|Buckeye GP Holdings LP|NYSE|4610|PA|DE|
1521404|BGH|Babson Capital Global Short Duration High Yield Fund|NYSE||NC|MA|
1119897|BGHM|Bingham Canyon Corp|OTCBB|6770|UT|NV|510292843
355590|BGII|Bgi Inc|OTC|6519|TX|OK|731092118
1174741|BGLA|China Properties Developments Inc||6552|F4||841595829
1407038|BGMD|BG Medicine Inc|NASDAQ|2835|MA|DE|43506204
1012466|BGMR|Bigmar Inc||2834|OH|DE|311445779
754128|BGNK|Barrister Global Services Network Inc||7373|NY|DE|161176561
940510|BGP|Borders Group Inc||5940|MI|MI|383294588
1306550|BGR|Blackrock Energy & Resources Trust|NYSE||DE|DE|
706777|BGRH|Berger Holdings LTD||3444|PA|PA|232160077
1160598|BGRN|Franchise Capital Corp||5812|CA|NV|980353403
1441362|BGSI|Autris|OTC|7812|CA|NV|510670127
1287480|BGT|Blackrock Floating Rate Income Trust|NYSE||NY||
1393299|BGY|Blackrock International Growth & Income Trust|NYSE||DE|DE|
801128|BHAG|Bha Group Inc||3564|MO|DE|431416730
743367|BHB|Harbor Bankshares Bar|NYSE MKT|6022|ME|ME|10393663
889608|BHB|Harbor Bankshares Corp|NYSE MKT|6022|MD|MD|521786341
1024321|BHBC|Beverly Hills Bancorp Inc|OTC|6022|CA|DE|931223879
857872|BHBH|Birch Branch Inc||6532|CO|CO|841124170
1165216|BHD|Blackrock Strategic Bond Trust|NYSE||DE|DE|412024432
863436|BHE|Benchmark Electronics Inc|NYSE|3672|TX|TX|742211011
808362|BHI|Baker Hughes Inc|NYSE|3533|TX|DE|760207995
912061|BHIP|Natural Health Trends Corp||5190|TX|DE|592705336
1160864|BHK|Blackrock Core Bond Trust|NYSE||DE|DE|522346891
1412914|BHL|Blackrock Defined Opportunity Credit Trust|NYSE||DE|DE|
1108134|BHLB|Berkshire Hills Bancorp Inc|NYSE|6036|MA|DE|43510455
11860|BHMSQ|Bethlehem Steel Corp||3312|PA|DE|240526133
1388319|BHRT|Bioheart Inc|OTC|8731|FL|FL|650945967
1202157|BHS|Brookfield Homes Corp|NYSE|1520|VA|DE|371446709
1169034|BHV|Blackrock Virginia Municipal Bond Trust|NYSE MKT||DE|DE|383645607
1349371|BHWX|Black Hawk Exploration|OTC|1040|||
1068234|BHY|Blackrock High Yield Trust|NYSE||DE|DE|134031238
945489|BI|Bell Industries Inc||5065|IN|CA|952039211
1127242|BIBO|Bib Holdings LTD||2300|AZ|NV|330895699
1451980|BICL|Biocancell Therapeutics Inc||2834|L3||204630076
1062431|BICO|Bio One Corp||2833|FL|NV|650815746
823094|BID|Sothebys|NYSE|7389|NY|DE|382478409
1169028|BIE|Blackrock Municipal Bond Investment Trust|NYSE||DE|DE|383645608
1320869|BIEL|Bioelectronics Corp|OTC|3845|MD||
102426|BIF|Boulder Growth & Income Fund|NYSE||CO|MD|132729672
768835|BIG|Big Lots Inc|NYSE|5331|OH|OH|61119097
1087853|BIGR|Bingo Com Inc||6770|CA|FL|980206369
875045|BIIB|Biogen Idec Inc|NASDAQ|2836|MA|DE|330112644
1083146|BIMS|Bims Renewable Energy Inc||2600|A8|FL|650909206
1385228|BIND|Bind Therapeutics Inc|NASDAQ|2834|MA|DE|
12208|BIO|Bio Rad Laboratories Inc|NYSE|3826|CA|DE|941381833
1475430|BIO|Joshua Gold Resources Inc|NYSE|6770|A6|NV|270531073
1534287|BIOA|Bioamber Inc|NYSE|2860|MN|DE|980601045
1322505|BIOD|Biodel Inc|NASDAQ|2834|CT|DE|
1373670|BIOF|Biofuel Energy Corp|NASDAQ|2860|CO||205952523
860451|BIOI|Biosource International Inc||2835|CA|DE|770340829
811240|BIOL|Biolase Inc|NASDAQ|3843|CA|DE|870442441
719711|BIOQ|Bioqual Inc|OTC|8731|MD|DE|133078199
101473|BIOS|United Resources Inc|NASDAQ|5080|FL|FL|951974524
1014739|BIOS|Bioscrip Inc|NASDAQ|5912|NY|DE|50489664
1264899|BIOV|Bioveris Corp||3826|MD|DE|800076765
1084000|BIPH|Biophan Technologies Inc|OTC|3841|NY|NV|820507874
1178862|BIR|Berkshire Income Realty Inc|NYSE MKT|6500|MA||320024337
1494722|BISN|Bison Petroleum Corp|OTC|2452|UT|NV|421771342
1562818|BIT|Blackrock Multi-sector Income Trust|NYSE||NY|DE|
822418|BITI|Bioclinica Inc|NYSE MKT|8734|PA|DE|112872047
818813|BITS|Bitstream Inc||7371|MA|DE|42744890
1028205|BIVN|Bioenvision Inc|NYSE MKT|2834|NY|DE|113375915
1169237|BIW|Biw LTD||4941|CT|CT|43617838
1085866|BIZ|DSL Net Inc|NYSE MKT|4813|CT|DE|61510312
1438576|BIZM|Biozoom Inc|OTC|3100|2M|NV|260370478
1037461|BJ|BJS Wholesale Club Inc||5331|MA|DE|43360747
810084|BJCT|Bioject Medical Technologies Inc|OTC|3841|OR|OR|931099680
1281696|BJGP|Beijing Med Pharm Corp|NASDAQ|5122|CT||
1013488|BJRI|BJS Restaurants Inc|NASDAQ|5812|CA|CA|330485615
864328|BJS|BJ Services Co LLC||1389|TX||753270023
1159038|BJZ|Blackrock California Municipal 2018 Term Trust|NYSE||DE|DE|510413313
9626|BK|Bank Of New York Co Inc|NYSE|6022|NY|NY|132614959
1390777|BK|Bank Of New York Mellon Corp|NYSE|6022|NY|DE|
707604|BKBK|Britton & Koontz Capital Corp|OTC|6021|MS|MS|640665423
735993|BKBOE|Bakbone Software Inc||7372|CA|A6|
1352801|BKC|Burger King Holdings Inc|NYSE|5812|FL|DE|753095469
1499361|BKCT|DTS8 Coffee Company LTD|OTCBB|5141|NV|NV|800385523
1332349|BKD|Brookdale Senior Living Inc|NYSE|8050|TN|DE|203068069
885245|BKE|Buckle Inc|NYSE|5651|NE|NE|470366193
1392091|BKEP|Blueknight Energy Partners LP|NASDAQ|4610|OK|DE|208536826
9235|BKFG|BKF Capital Group Inc|OTC|6282|FL|DE|360767530
1527383|BKGM|Bankguam Holding Co||6029|GU||660770448
1130464|BKH|Black Hills Corp|NYSE|4911|SD|SD|460458824
857853|BKHB|Blackhawk Bancorp Inc||6035|WI|WI|391659424
899597|BKI|Buckeye Technologies Inc|NYSE|2611|TN|DE|621518973
1390312|BKJ|Bancorp Of New Jersey Inc|NYSE MKT|6022|NJ|NJ|208444387
1181250|BKK|Blackrock Municipal 2020 Term Trust|NYSE||DE||
891377|BKLYY|Berkeley Technology LTD||8742|Y9||
1223550|BKMM|Bekem Metals Inc|OTC|1000|1P|UT|870669131
1123270|BKMU|Bank Mutual Corp|NASDAQ|6035|WI|WI|392004336
894242|BKN|Blackrock Investment Quality Municipal Trust Inc|NYSE||DE|MD|133690436
1398006|BKOR|Oak Ridge Financial Services Inc|OTC|6021|NC|NC|208550086
9263|BKR|Michael Baker Corp|NYSE MKT|8741|PA|PA|250927646
1171032|BKRS|Bakers Footwear Group Inc||5661|MO|MO|430577980
890491|BKS|Barnes & Noble Inc|NYSE|5940|NY|DE|61196501
1007273|BKSC|Bank Of South Carolina Corp|NASDAQ|6022|SC|SC|571021355
1367001|BKSD|Cruisestock Inc|OTC|4700|TX|TX|
830134|BKST|Brookstone Inc||5990|NH|DE|61182895
832327|BKT|Blackrock Income Trust Inc|NYSE||DE|MD|133463349
1350770|BKTK|Black Tusk Minerals Inc|OTC|1400|A1|NV|
1504008|BKU|Bankunited Inc|NYSE|6035|FL|DE|270162450
894490|BKUNA|Bankunited Financial Corp||6035|FL|FL|650377773
1547282|BKW|Burger King Worldwide Inc|NYSE|5812|FL|DE|455011014
934547|BKYF|Bank Of Kentucky Financial Corp|NASDAQ|6035|KY|KY|611256535
1019034|BKYI|Bio Key International Inc|OTC|3576|NJ|DE|411761861
71525|BL|Blair Corp||5961|PA|DE|250691670
1174907|BLAK|Black Sea Metals Inc|OTC|1000|CA|NV|980431245
1299059|BLAP|Blast Applications Inc|OTC|7389|NY|DE|800031924
1423107|BLBK|Boldface Group Inc|OTCBB|7389|CA|NV|20811868
356080|BLC|Belo Corp|NYSE|4833|TX|DE|750135890
805792|BLD|Baldwin Technology Co Inc||3555|CT|DE|133258160
1316835|BLDR|Builders Firstsource Inc|NASDAQ|5211|TX|DE|522084569
1176194|BLE|Blackrock Municipal Income Trust II|NYSE MKT||DE|DE|10722216
1255145|BLF|Lightfirst Inc||7389|IL||364437640
899049|BLFE|Bio-life Labs Inc||7812|CA||330714007
834365|BLFS|Biolife Solutions Inc|OTC|3845|WA|DE|943076866
1102358|BLGA|Blastgard International Inc|OTC|2890|FL|CO|841506325
880242|BLGO|Biolargo Inc|OTC|2800|CA|DE|650159115
1446727|BLGW|Elevated Concepts Inc||5090|IL|NV|263126279
1510775|BLGX|Biologix Hair Inc|OTC|2840|FL|NV|274588540
1159039|BLH|Blackrock New York Municipal 2018 Term Trust|NYSE||DE|DE|510413311
1139683|BLHL|Blue Holdings Inc||2300|CA|NV|880450923
1378590|BLIN|Bridgeline Digital Inc|NASDAQ|7372|MA|DE|522263942
1169031|BLJ|Blackrock New Jersey Municipal Bond Trust|NYSE MKT||DE|DE|383645610
1060021|BLK|Blackrock Holdco 2 Inc|NYSE|6282|NY|DE|
1364742|BLK|Blackrock Inc|NYSE|6211|NY|DE|320174431
1280058|BLKB|Blackbaud Inc|NASDAQ|7372|SC|DE|112617163
9389|BLL|Ball Corp|NYSE|3411|CO|IN|350160610
1193158|BLLD|Bulldog Technologies Inc||7380|A1|NV|980377543
840573|BLLI|Bio Lok International Inc|OTC|3843|FL|DE|630317138
1546417|BLMN|Bloomin Brands Inc|NASDAQ|5812|FL|DE|208023465
726294|BLMT|Belmont Bancorp|NASDAQ|6021|OH|OH|341376776
1522420|BLMT|BSB Bancorp Inc|NASDAQ|6022|MA|MD|
890519|BLN|Blackrock New York Insured Municipal 2008 Term Trust Inc|||DE|MD|223184653
1077637|BLNM|Bralorne Mining Co||1000|A1|NV|911948355
1175685|BLOG|Bladelogic Inc|NASDAQ|7372|MA|DE|43569976
1223862|BLOX|Infoblox Inc|NYSE|7374|CA||200062867
1169440|BLQN|Balqon Corp|OTC|3537|CA|NV|330989901
12779|BLRGZ|Blue Ridge Real Estate Co|OTC|6500|PA|PA|240854342
1168458|BLRV|Bullion River Gold Corp||1000|NV||980377992
732713|BLS|Bellsouth Corp||4813|GA|GA|581533433
355007|BLSC|Bio Logic Systems Corp||3845|IL|DE|363025678
225926|BLSH|Bluestar Health Inc||2860|TX|CO|840736215
94784|BLSI|Alseres Pharmaceuticals Inc||2834|MA|DE|870277826
1392121|BLSM|Coyote Resources Inc||7311|FL|NV|205874196
1419582|BLSP|Blue Sphere Corp|OTC|7370|L3|NV|980550257
1103092|BLSV|Balsam Ventures Inc||7389|WA||522219056
1001606|BLT|Blount International Inc|NYSE|3420|OR|DE|630780521
869187|BLTA|Baltia Air Lines Inc|OTC|4512|NY|NY|112989648
1104594|BLTV|Sonterra Resources Inc||1311|TX|DE|510392750
810439|BLU|Blue Chip Value Fund Inc|||CO|MD|841055593
736822|BLUD|Immucor Inc||2835|GA|GA|222408354
1077814|BLUE|Blue Martini Software Inc|NASDAQ|7372|CA||943319751
1293971|BLUE|Bluebird Bio Inc|NASDAQ|2836|MA|DE|
1365748|BLUG|Nogal Energy Inc|OTC|7812|TX|NV|204952339
317889|BLVT|Bulova Technologies Group Inc|OTC|7372|FL|FL|830245581
1233681|BLW|Blackrock LTD Duration Income Trust|NYSE||DE|DE|200096695
1428389|BLXX|Blox Inc|OTC|1000|||208530914
924805|BMBM|BMB Munai Inc|OTC|1311|UT|NV|300233726
835729|BMC|BMC Software Inc|NASDAQ|7372|TX|DE|742126120
80751|BMCP|Branded Media Corp||7310|NY|NV|200205336
1314966|BME|Blackrock Health Sciences Trust|NYSE||DE|DE|
314712|BMER|Boomerang Systems Inc|OTC|3510|NJ|DE|222306487
351346|BMET|Biomet Inc||3842|IN|IN|351418342
1162177|BMGX|Battle Mountain Gold Exploration Corp||1040|NV||861066675
1046356|BMHC|Building Materials Holding Corp|NYSE|5211|CA|DE|911834269
9092|BMI|Badger Meter Inc|NYSE|3824|WI|WI|390143280
1011972|BMKS|Mason Oil Co Inc||6770|GA|UT|370278175
15486|BMLS|Burke Mills Inc||2200|NC|NC|560506342
215310|BMM|BMC Industries Inc||3470|MN|MN|410169210
1275477|BMM|Bimini Capital Management Inc|NYSE|6798|FL|MD|721571637
877358|BMN|Blackrock Municipal Target Term Trust Inc|||DE|MD|133624797
1058767|BMOD|Biomoda Inc|OTC|8060|NM||850392345
1307579|BMOM|Liqtech International Inc|NYSE|3590|G7|NV|201431677
1062273|BMPI|Spendsmart Payments Co||5990|CA|CO|330756798
1289236|BMR|Biomed Realty Trust Inc|NYSE|6798|CA|DE|201142292
73290|BMRA|Biomerica Inc|OTCBB|3843|CA|DE|952645573
804563|BMRB|Benchmark Bankshares Inc||6022|VA|VA|541460991
1403475|BMRC|Bank Of Marin Bancorp|NASDAQ|6022|CA|CA|208859754
1048477|BMRN|Biomarin Pharmaceutical Inc|NASDAQ|2834|CA|DE|680397820
11199|BMS|Bemis Co Inc|NYSE|2670|WI|MO|430178130
1079282|BMSN|Bio-matrix Scientific Group Inc|OTC|7389|CA|DE|330824714
793041|BMSR|World Racing Group Inc||7948|NC|DE|840953839
882346|BMT|Blackrock Insured Municipal Term Trust Inc|||DE|MD|133642644
802681|BMTC|Bryn Mawr Bank Corp|NASDAQ|6022|PA|PA|232434506
1138400|BMTI|Biomimetic Therapeutics Inc||3841|TN|DE|621786244
1443062|BMTL|Biomedical Technology Solutions Holdings Inc|OTC|4955|CO|CO|263161860
1082492|BMVH|Vadda Energy Corp||1311|TX|FL|341856165
1122993|BMXI|Brookmount Explorations Inc|OTC|1400|A1|NV|980382063
14272|BMY|Bristol Myers Squibb Co|NYSE|2834|NY|DE|220790350
9801|BN|Banta Corp||2750|WI|WI|390148550
880280|BNA|Blackrock Income Opportunity Trust Inc|NYSE||NY|MD|133634989
1543272|BNBI|Bullsnbearscom Inc|OTC|2000|FL|DE|452282672
1069665|BNBN|Barnesandnoble Com Inc||5735|NY|DE|134048787
945434|BNCC|Bnccorp Inc|OTC|6021|ND|DE|450402816
1378020|BNCL|Beneficial Mutual Bancorp Inc|NASDAQ|6035|PA|X1|562480744
1210227|BNCN|BNC Bancorp|NASDAQ|6021|NC|NC|470898685
13610|BNE|Bowne & Co Inc||2750|NY|DE|132618477
875729|BNET|Bion Environmental Technologies Inc|OTCBB|2870|CO|CO|841176672
1576169|BNFT|Benefitfocusinc|NASDAQ|7372|SC|DE|462346314
1318482|BNGOF|Bingocom LTD|OTC|7900|1A|Y6|
935226|BNHN|Benihana Inc||5812|FL|DE|650538630
934612|BNI|Burlington Northern Santa Fe LLC||4011|TX||271754839
1137440|BNJ|Blackrock New Jersey Municipal Income Trust|NYSE||DE|DE|510409123
829750|BNK|Banknorth Group Inc|NYSE|6022|ME|ME|10437984
1304994|BNK|TD Banknorth Inc||6022|ME|DE|
1431897|BNNY|Annies Inc|NYSE|2000|CA|DE|
1472494|BNO|United States Brent Oil Fund LP|NYSE ARCA|6221|CA|DE|270925904
812150|BNP|BNP Residential Properties Inc||6798|NC|MD|561574675
14637|BNSXA|BNS Holding Inc|NASDAQ|6500|CA||201953457
821616|BNT|Bentley Pharmaceuticals Inc|NYSE ARCA|2834|NH|DE|591513162
1137390|BNY|Blackrock New York Municipal Income Trust|NYSE||DE|DE|510409117
1425289|BNZA|Bonanza Gold Corp|OTC|2721|WA||208560967
1041177|BNZE|Sutor Technology Group LTD|NASDAQ|3310|UT|NV|870578370
33769|BOBE|Bob Evans Farms Inc|NASDAQ|5812|OH|DE|314421866
928753|BOBJ|Business Objects SA||7372|CA||
914537|BOBS|Brazil Fast Food Corp|OTC|5812|D5|DE|133688737
702513|BOCH|Bank Of Commerce Holdings|NASDAQ|6022|CA|CA|942823865
1026215|BOCT|Boulder Capital Opportunities II LTD||6770|AZ||841356598
1092562|BOCX|Biocurex Inc|OTC|3841|A1|A1|752742601
1379246|BODY|Body Central Corp|NASDAQ|5600|FL||
1320375|BOE|Blackrock Global Opportunities Equity Trust|NYSE||DE|DE|
1299709|BOFI|Bofi Holding Inc|NASDAQ|6035|CA|DE|330867444
1082368|BOFL|Bank Of Florida Corp||6021|FL|FL|593535315
1291983|BOGA|Baseline Oil & Gas Corp||1311|TX|NV|300226902
908517|BOGN|Bogen Communications International Inc|OTC|3661|NJ|DE|383114641
46195|BOH|Bank Of Hawaii Corp|NYSE|6022|HI|DE|990148992
1562834|BOI|Brookfield Mortgage Opportunity Income Fund Inc|NYSE||NY||461864186
1275101|BOJF|Bank Of The James Financial Group Inc|NASDAQ|6022|VA|VA|200500300
875357|BOKF|Bok Financial Corp|NASDAQ|6021|OK|OK|731373454
1201259|BOKO|Boo Koo Holdings Inc||2086|TX|FL|651082135
10427|BOL|Bausch & Lomb Inc||3851|NY|NY|160345235
1429393|BOLC|Bollente Companies Inc|OTC|2030|AZ|NV|262137574
1444275|BOLD|Lot78 Inc||2300|X0|NV|262940624
1386049|BOMJ|Reel Estate Services Inc||7819|A1|NV|980512515
1083672|BONE|Bacterin International Inc|NYSE MKT|3841|MT|NV|880420501
1453593|BONE|Bacterin International Holdings Inc|NYSE MKT|2836|MT|DE|205313323
878079|BONT|Bon Ton Stores Inc|NASDAQ|5311|PA|PA|232835229
1427030|BONU|Bioneutral Group Inc|OTC|2810|NJ|NV|260745273
854093|BONZ|Interpore International Inc|OTC|3842|CA|DE|953043318
828747|BOO|Sport Supply Group Inc|NASDAQ|5961|TX|DE|222795073
1098322|BOO|Hotels Com||7389|TX|DE|752817683
34067|BOOM|Dynamic Materials Corp|NASDAQ|3390|CO|DE|840608431
919443|BOOT|Lacrosse Footwear Inc||3021|OR|WI|391446816
1443242|BOPH|Bohai Pharmaceuticals Group Inc|OTC|2834|F4|NV|980588402
1354835|BORD|Boardwalk Bancorp Inc||6021|NJ|NJ|204392739
853273|BORL|Borland Software Corp||7372|TX|DE|942895440
1172229|BORT|Botetourt Bankshares Inc|OTC|6021|VA|VA|541867438
805268|BOSA|Boston Acoustics Inc||3651|MA|MA|42662473
1455380|BOSM|Equinox International Inc||1311|NV|NV|800324801
1161448|BOT|Cbot Holdings  Inc|NYSE|6200|IL|DE|
72444|BOTA|Biota Pharmaceuticals Inc|NASDAQ|2836|2Q|DE|591212264
41052|BOTX|Bontex Inc|OTC|2670|VA|VA|221427551
1460602|BOUT|Orgenesis Inc||2834|NY|NV|980583166
743368|BOW|Bowater Inc||2621|SC|DE|620721803
1487999|BOX|Seacube Container Leasing LTD|NYSE|7350|NJ||980655416
